Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Drugs,Sale Price,Sold Price,After Unit Returned
6/21/2021,Zinc,Mineral,146,22.75,3321.5,0.03,0,Canada,Amazon,ZINC,3321.5,3221.855,3221.855
6/21/2021,Collagen Peptides,Protein,143,18.7,2674.1,0.19,0,Canada,Amazon,COLLAGEN PEPTIDES,2674.1,2166.021,2166.021
6/21/2021,Magnesium,Mineral,152,35.33,5370.16,0.14,1,Canada,Walmart,MAGNESIUM,5370.16,4618.3376,4587.9538
6/21/2021,Ashwagandha,Herbal,142,53.56,7605.52,0.05,0,UK,Amazon,ASHWAGANDHA,7605.52,7225.244,7225.244
6/21/2021,Melatonin,Sleep Aid,168,37.57,6311.76,0.09,0,USA,iHerb,MELATONIN,6311.76,5743.7016,5743.7016
6/21/2021,Biotin,Vitamin,153,20.15,3082.95,0.11,2,USA,Amazon,BIOTIN,3082.95,2743.8255,2707.9585
6/21/2021,Green Tea Extract,Fat Burner,153,37.4,5722.2,0.18,2,UK,iHerb,GREEN TEA EXTRACT,5722.2,4692.204,4630.868
6/21/2021,Iron Supplement,Mineral,155,45.51,7054.05,0.17,0,UK,Walmart,IRON SUPPLEMENT,7054.05,5854.8615,5854.8615
6/21/2021,Electrolyte Powder,Hydration,147,43.47,6390.09,0.05,2,USA,iHerb,ELECTROLYTE POWDER,6390.09,6070.5855,5987.9925
6/28/2021,Whey Protein,Protein,170,56.07,9531.9,0.24,0,UK,Walmart,WHEY PROTEIN,9531.9,7244.244,7244.244
6/28/2021,Vitamin C,Vitamin,154,52.99,8160.46,0.06,5,UK,Amazon,VITAMIN C,8160.46,7670.8324,7421.7794
6/28/2021,Fish Oil,Omega,154,14.28,2199.12,0.05,2,USA,Walmart,FISH OIL,2199.12,2089.164,2062.032
6/28/2021,Multivitamin,Vitamin,145,44.8,6496,0.09,0,UK,Walmart,MULTIVITAMIN,6496,5911.36,5911.36
6/28/2021,Pre-Workout,Performance,127,36.03,4575.81,0.19,1,USA,Amazon,PRE-WORKOUT,4575.81,3706.4061,3677.2218
6/28/2021,BCAA,Amino Acid,147,11.32,1664.04,0.08,4,UK,iHerb,BCAA,1664.04,1530.9168,1489.2592
6/28/2021,Creatine,Performance,166,39.39,6538.74,0.21,1,USA,Walmart,CREATINE,6538.74,5165.6046,5134.4865
6/28/2021,Zinc,Mineral,150,44.66,6699,0.02,0,Canada,iHerb,ZINC,6699,6565.02,6565.02
6/28/2021,Collagen Peptides,Protein,160,40.88,6540.8,0.16,0,USA,Walmart,COLLAGEN PEPTIDES,6540.8,5494.272,5494.272
6/28/2021,Magnesium,Mineral,163,22.95,3740.85,0.18,1,Canada,iHerb,MAGNESIUM,3740.85,3067.497,3048.678
6/28/2021,Ashwagandha,Herbal,119,18.93,2252.67,0.08,1,USA,Walmart,ASHWAGANDHA,2252.67,2072.4564,2055.0408
6/28/2021,Melatonin,Sleep Aid,150,23.53,3529.5,0.01,2,USA,Walmart,MELATONIN,3529.5,3494.205,3447.6156
6/28/2021,Biotin,Vitamin,146,53.35,7789.1,0.19,3,USA,Amazon,BIOTIN,7789.1,6309.171,6179.5305
6/28/2021,Green Tea Extract,Fat Burner,150,44.81,6721.5,0.05,1,Canada,iHerb,GREEN TEA EXTRACT,6721.5,6385.425,6342.8555
6/28/2021,Iron Supplement,Mineral,134,53.21,7130.14,0.12,2,Canada,iHerb,IRON SUPPLEMENT,7130.14,6274.5232,6180.8736
6/28/2021,Electrolyte Powder,Hydration,154,31.59,4864.86,0.2,1,Canada,Walmart,ELECTROLYTE POWDER,4864.86,3891.888,3866.616
7/5/2021,Whey Protein,Protein,175,33.13,5797.75,0.2,3,UK,iHerb,WHEY PROTEIN,5797.75,4638.2,4558.688
7/5/2021,Vitamin C,Vitamin,152,33.39,5075.28,0.24,2,Canada,Walmart,VITAMIN C,5075.28,3857.2128,3806.46
7/5/2021,Fish Oil,Omega,162,33.39,5409.18,0.16,3,UK,Amazon,FISH OIL,5409.18,4543.7112,4459.5684
7/5/2021,Multivitamin,Vitamin,152,25.86,3930.72,0.07,1,USA,Amazon,MULTIVITAMIN,3930.72,3655.5696,3631.5198
7/5/2021,Pre-Workout,Performance,123,50.63,6227.49,0.03,0,UK,Amazon,PRE-WORKOUT,6227.49,6040.6653,6040.6653
7/5/2021,BCAA,Amino Acid,148,48.18,7130.64,0.11,2,USA,Amazon,BCAA,7130.64,6346.2696,6260.5092
7/5/2021,Creatine,Performance,154,17.82,2744.28,0.11,1,Canada,iHerb,CREATINE,2744.28,2442.4092,2426.5494
7/5/2021,Zinc,Mineral,159,29.41,4676.19,0.04,1,UK,iHerb,ZINC,4676.19,4489.1424,4460.9088
7/5/2021,Collagen Peptides,Protein,153,35.75,5469.75,0.04,2,Canada,Amazon,COLLAGEN PEPTIDES,5469.75,5250.96,5182.32
7/5/2021,Magnesium,Mineral,165,34.58,5705.7,0.24,1,USA,Amazon,MAGNESIUM,5705.7,4336.332,4310.0512
7/5/2021,Ashwagandha,Herbal,153,40.3,6165.9,0.02,4,Canada,Walmart,ASHWAGANDHA,6165.9,6042.582,5884.606
7/5/2021,Melatonin,Sleep Aid,158,45.21,7143.18,0.15,1,USA,Walmart,MELATONIN,7143.18,6071.703,6033.2745
7/5/2021,Biotin,Vitamin,150,39.17,5875.5,0.13,1,Canada,Amazon,BIOTIN,5875.5,5111.685,5077.6071
7/5/2021,Green Tea Extract,Fat Burner,139,22.08,3069.12,0.13,1,USA,Walmart,GREEN TEA EXTRACT,3069.12,2670.1344,2650.9248
7/5/2021,Iron Supplement,Mineral,148,27.51,4071.48,0.11,0,Canada,Amazon,IRON SUPPLEMENT,4071.48,3623.6172,3623.6172
7/5/2021,Electrolyte Powder,Hydration,152,17.49,2658.48,0.14,1,USA,iHerb,ELECTROLYTE POWDER,2658.48,2286.2928,2271.2514
7/12/2021,Whey Protein,Protein,140,16.52,2312.8,0.08,0,Canada,iHerb,WHEY PROTEIN,2312.8,2127.776,2127.776
7/12/2021,Vitamin C,Vitamin,134,39.39,5278.26,0.02,3,UK,Walmart,VITAMIN C,5278.26,5172.6948,5056.8882
7/12/2021,Fish Oil,Omega,182,32.5,5915,0.01,2,Canada,Amazon,FISH OIL,5915,5855.85,5791.5
7/12/2021,Multivitamin,Vitamin,147,20.34,2989.98,0.16,1,Canada,Walmart,MULTIVITAMIN,2989.98,2511.5832,2494.4976
7/12/2021,Pre-Workout,Performance,137,38.25,5240.25,0.21,0,USA,iHerb,PRE-WORKOUT,5240.25,4139.7975,4139.7975
7/12/2021,BCAA,Amino Acid,161,15.75,2535.75,0.17,1,USA,Amazon,BCAA,2535.75,2104.6725,2091.6
7/12/2021,Creatine,Performance,176,42.14,7416.64,0.1,4,UK,Walmart,CREATINE,7416.64,6674.976,6523.272
7/12/2021,Zinc,Mineral,144,55.07,7930.08,0.07,2,USA,iHerb,ZINC,7930.08,7374.9744,7272.5442
7/12/2021,Collagen Peptides,Protein,148,24.75,3663,0,0,UK,Walmart,COLLAGEN PEPTIDES,3663,3663,3663
7/12/2021,Magnesium,Mineral,142,18.56,2635.52,0.22,2,Canada,iHerb,MAGNESIUM,2635.52,2055.7056,2026.752
7/12/2021,Ashwagandha,Herbal,130,42.68,5548.4,0.24,0,Canada,Walmart,ASHWAGANDHA,5548.4,4216.784,4216.784
7/12/2021,Melatonin,Sleep Aid,173,48.29,8354.17,0.02,2,UK,Walmart,MELATONIN,8354.17,8187.0866,8092.4382
7/12/2021,Biotin,Vitamin,140,50.52,7072.8,0.03,1,USA,iHerb,BIOTIN,7072.8,6860.616,6811.6116
7/12/2021,Green Tea Extract,Fat Burner,174,58.9,10248.6,0.25,2,Canada,Walmart,GREEN TEA EXTRACT,10248.6,7686.45,7598.1
7/12/2021,Iron Supplement,Mineral,137,31.22,4277.14,0.08,1,Canada,iHerb,IRON SUPPLEMENT,4277.14,3934.9688,3906.2464
7/12/2021,Electrolyte Powder,Hydration,190,46.67,8867.3,0,2,UK,Walmart,ELECTROLYTE POWDER,8867.3,8867.3,8773.96
7/19/2021,Whey Protein,Protein,170,19.28,3277.6,0.16,2,UK,Walmart,WHEY PROTEIN,3277.6,2753.184,2720.7936
7/19/2021,Vitamin C,Vitamin,157,22.61,3549.77,0.24,3,UK,iHerb,VITAMIN C,3549.77,2697.8252,2646.2744
7/19/2021,Fish Oil,Omega,148,32.62,4827.76,0.11,0,Canada,Amazon,FISH OIL,4827.76,4296.7064,4296.7064
7/19/2021,Multivitamin,Vitamin,147,11.13,1636.11,0.11,2,USA,Walmart,MULTIVITAMIN,1636.11,1456.1379,1436.3265
7/19/2021,Pre-Workout,Performance,157,55.48,8710.36,0,2,USA,iHerb,PRE-WORKOUT,8710.36,8710.36,8599.4
7/19/2021,BCAA,Amino Acid,161,26.19,4216.59,0.03,3,UK,Walmart,BCAA,4216.59,4090.0923,4013.8794
7/19/2021,Creatine,Performance,149,39.29,5854.21,0.17,2,UK,Amazon,CREATINE,5854.21,4858.9943,4793.7729
7/19/2021,Zinc,Mineral,156,35.68,5566.08,0.2,1,Canada,Walmart,ZINC,5566.08,4452.864,4424.32
7/19/2021,Collagen Peptides,Protein,146,55.73,8136.58,0.02,2,USA,iHerb,COLLAGEN PEPTIDES,8136.58,7973.8484,7864.6176
7/19/2021,Magnesium,Mineral,147,43.98,6465.06,0.02,2,USA,Walmart,MAGNESIUM,6465.06,6335.7588,6249.558
7/19/2021,Ashwagandha,Herbal,160,18.53,2964.8,0.22,2,Canada,Amazon,ASHWAGANDHA,2964.8,2312.544,2283.6372
7/19/2021,Melatonin,Sleep Aid,167,37.1,6195.7,0.23,3,Canada,iHerb,MELATONIN,6195.7,4770.689,4684.988
7/19/2021,Biotin,Vitamin,148,29.66,4389.68,0.1,1,UK,iHerb,BIOTIN,4389.68,3950.712,3924.018
7/19/2021,Green Tea Extract,Fat Burner,141,13.49,1902.09,0.17,0,USA,Walmart,GREEN TEA EXTRACT,1902.09,1578.7347,1578.7347
7/19/2021,Iron Supplement,Mineral,144,23.5,3384,0.19,3,USA,iHerb,IRON SUPPLEMENT,3384,2741.04,2683.935
7/19/2021,Electrolyte Powder,Hydration,139,33.52,4659.28,0.22,2,USA,iHerb,ELECTROLYTE POWDER,4659.28,3634.2384,3581.9472
7/26/2021,Whey Protein,Protein,150,52.37,7855.5,0,1,UK,Amazon,WHEY PROTEIN,7855.5,7855.5,7803.13
7/26/2021,Vitamin C,Vitamin,169,37.14,6276.66,0.13,1,Canada,iHerb,VITAMIN C,6276.66,5460.6942,5428.3824
7/26/2021,Fish Oil,Omega,151,30.92,4668.92,0.18,3,Canada,Amazon,FISH OIL,4668.92,3828.5144,3752.4512
7/26/2021,Multivitamin,Vitamin,136,30.4,4134.4,0.17,0,USA,iHerb,MULTIVITAMIN,4134.4,3431.552,3431.552
7/26/2021,Pre-Workout,Performance,155,30.91,4791.05,0.23,5,UK,Amazon,PRE-WORKOUT,4791.05,3689.1085,3570.105
7/26/2021,BCAA,Amino Acid,132,57.52,7592.64,0.24,0,USA,Walmart,BCAA,7592.64,5770.4064,5770.4064
7/26/2021,Creatine,Performance,150,11.02,1653,0.15,1,USA,iHerb,CREATINE,1653,1405.05,1395.683
7/26/2021,Zinc,Mineral,165,44.34,7316.1,0.17,1,UK,Walmart,ZINC,7316.1,6072.363,6035.5608
7/26/2021,Collagen Peptides,Protein,142,50.02,7102.84,0.11,2,Canada,iHerb,COLLAGEN PEPTIDES,7102.84,6321.5276,6232.492
7/26/2021,Magnesium,Mineral,154,31.25,4812.5,0.07,1,Canada,Amazon,MAGNESIUM,4812.5,4475.625,4446.5625
7/26/2021,Ashwagandha,Herbal,151,32.01,4833.51,0.02,2,UK,Walmart,ASHWAGANDHA,4833.51,4736.8398,4674.1002
7/26/2021,Melatonin,Sleep Aid,139,30.64,4258.96,0.06,1,UK,Walmart,MELATONIN,4258.96,4003.4224,3974.6208
7/26/2021,Biotin,Vitamin,145,36.86,5344.7,0.05,0,UK,Walmart,BIOTIN,5344.7,5077.465,5077.465
7/26/2021,Green Tea Extract,Fat Burner,167,30.6,5110.2,0.01,1,UK,Amazon,GREEN TEA EXTRACT,5110.2,5059.098,5028.804
7/26/2021,Iron Supplement,Mineral,152,45.35,6893.2,0.04,1,Canada,iHerb,IRON SUPPLEMENT,6893.2,6617.472,6573.936
7/26/2021,Electrolyte Powder,Hydration,134,20.71,2775.14,0.02,1,UK,iHerb,ELECTROLYTE POWDER,2775.14,2719.6372,2699.3414
8/2/2021,Whey Protein,Protein,135,36.69,4953.15,0.04,0,Canada,iHerb,WHEY PROTEIN,4953.15,4755.024,4755.024
8/2/2021,Vitamin C,Vitamin,162,40.31,6530.22,0.08,2,USA,Amazon,VITAMIN C,6530.22,6007.8024,5933.632
8/2/2021,Fish Oil,Omega,143,21.15,3024.45,0.05,1,USA,iHerb,FISH OIL,3024.45,2873.2275,2853.135
8/2/2021,Multivitamin,Vitamin,156,10.6,1653.6,0.13,2,USA,Amazon,MULTIVITAMIN,1653.6,1438.632,1420.188
8/2/2021,Pre-Workout,Performance,149,56.4,8403.6,0.21,1,UK,iHerb,PRE-WORKOUT,8403.6,6638.844,6594.288
8/2/2021,BCAA,Amino Acid,140,35.22,4930.8,0.19,1,UK,iHerb,BCAA,4930.8,3993.948,3965.4198
8/2/2021,Creatine,Performance,127,50.3,6388.1,0.07,2,Canada,Amazon,CREATINE,6388.1,5940.933,5847.375
8/2/2021,Zinc,Mineral,147,52.26,7682.22,0.13,2,UK,iHerb,ZINC,7682.22,6683.5314,6592.599
8/2/2021,Collagen Peptides,Protein,167,25.66,4285.22,0.19,1,Canada,iHerb,COLLAGEN PEPTIDES,4285.22,3471.0282,3450.2436
8/2/2021,Magnesium,Mineral,146,46.22,6748.12,0.1,0,UK,iHerb,MAGNESIUM,6748.12,6073.308,6073.308
8/2/2021,Ashwagandha,Herbal,145,18.8,2726,0.19,1,USA,iHerb,ASHWAGANDHA,2726,2208.06,2192.832
8/2/2021,Melatonin,Sleep Aid,148,59.1,8746.8,0.1,0,USA,Walmart,MELATONIN,8746.8,7872.12,7872.12
8/2/2021,Biotin,Vitamin,130,39.97,5196.1,0.1,1,UK,Walmart,BIOTIN,5196.1,4676.49,4640.517
8/2/2021,Green Tea Extract,Fat Burner,124,35.24,4369.76,0.04,0,UK,iHerb,GREEN TEA EXTRACT,4369.76,4194.9696,4194.9696
8/2/2021,Iron Supplement,Mineral,133,40.49,5385.17,0.05,0,UK,Amazon,IRON SUPPLEMENT,5385.17,5115.9115,5115.9115
8/2/2021,Electrolyte Powder,Hydration,165,26.38,4352.7,0.05,1,UK,Amazon,ELECTROLYTE POWDER,4352.7,4135.065,4110.004
8/9/2021,Whey Protein,Protein,151,18.22,2751.22,0.2,2,UK,Walmart,WHEY PROTEIN,2751.22,2200.976,2171.824
8/9/2021,Vitamin C,Vitamin,134,18.51,2480.34,0.06,1,Canada,iHerb,VITAMIN C,2480.34,2331.5196,2314.1202
8/9/2021,Fish Oil,Omega,152,57.39,8723.28,0.03,4,Canada,iHerb,FISH OIL,8723.28,8461.5816,8238.9084
8/9/2021,Multivitamin,Vitamin,140,26.95,3773,0.04,3,UK,iHerb,MULTIVITAMIN,3773,3622.08,3544.464
8/9/2021,Pre-Workout,Performance,143,38.32,5479.76,0.12,1,Canada,Walmart,PRE-WORKOUT,5479.76,4822.1888,4788.4672
8/9/2021,BCAA,Amino Acid,159,43.41,6902.19,0.22,0,USA,iHerb,BCAA,6902.19,5383.7082,5383.7082
8/9/2021,Creatine,Performance,135,31.86,4301.1,0.1,0,Canada,Walmart,CREATINE,4301.1,3870.99,3870.99
8/9/2021,Zinc,Mineral,150,33.83,5074.5,0.19,1,USA,Walmart,ZINC,5074.5,4110.345,4082.9427
8/9/2021,Collagen Peptides,Protein,157,30.74,4826.18,0.19,0,Canada,Walmart,COLLAGEN PEPTIDES,4826.18,3909.2058,3909.2058
8/9/2021,Magnesium,Mineral,133,30.1,4003.3,0.21,1,USA,iHerb,MAGNESIUM,4003.3,3162.607,3138.828
8/9/2021,Ashwagandha,Herbal,156,39.31,6132.36,0.09,2,Canada,Amazon,ASHWAGANDHA,6132.36,5580.4476,5508.9034
8/9/2021,Melatonin,Sleep Aid,144,59.64,8588.16,0.03,0,UK,Walmart,MELATONIN,8588.16,8330.5152,8330.5152
8/9/2021,Biotin,Vitamin,167,42.51,7099.17,0.08,1,USA,iHerb,BIOTIN,7099.17,6531.2364,6492.1272
8/9/2021,Green Tea Extract,Fat Burner,141,30.54,4306.14,0.18,1,UK,iHerb,GREEN TEA EXTRACT,4306.14,3531.0348,3505.992
8/9/2021,Iron Supplement,Mineral,176,35.15,6186.4,0.15,4,Canada,iHerb,IRON SUPPLEMENT,6186.4,5258.44,5138.93
8/9/2021,Electrolyte Powder,Hydration,122,52.68,6426.96,0.06,3,Canada,Amazon,ELECTROLYTE POWDER,6426.96,6041.3424,5892.7848
8/16/2021,Whey Protein,Protein,173,31.95,5527.35,0.01,4,UK,Walmart,WHEY PROTEIN,5527.35,5472.0765,5345.5545
8/16/2021,Vitamin C,Vitamin,149,44.49,6629.01,0.12,0,Canada,iHerb,VITAMIN C,6629.01,5833.5288,5833.5288
8/16/2021,Fish Oil,Omega,139,38.71,5380.69,0.16,1,Canada,iHerb,FISH OIL,5380.69,4519.7796,4487.2632
8/16/2021,Multivitamin,Vitamin,154,44.76,6893.04,0.1,2,Canada,Walmart,MULTIVITAMIN,6893.04,6203.736,6123.168
8/16/2021,Pre-Workout,Performance,155,55.85,8656.75,0.03,2,USA,iHerb,PRE-WORKOUT,8656.75,8397.0475,8288.6985
8/16/2021,BCAA,Amino Acid,133,26.65,3544.45,0.09,0,Canada,iHerb,BCAA,3544.45,3225.4495,3225.4495
8/16/2021,Creatine,Performance,153,11.71,1791.63,0.08,3,UK,Walmart,CREATINE,1791.63,1648.2996,1615.98
8/16/2021,Zinc,Mineral,157,44.91,7050.87,0.08,0,UK,Amazon,ZINC,7050.87,6486.8004,6486.8004
8/16/2021,Collagen Peptides,Protein,141,59.02,8321.82,0.12,0,UK,Walmart,COLLAGEN PEPTIDES,8321.82,7323.2016,7323.2016
8/16/2021,Magnesium,Mineral,135,38.93,5255.55,0.02,3,UK,Amazon,MAGNESIUM,5255.55,5150.439,5035.9848
8/16/2021,Ashwagandha,Herbal,145,49.03,7109.35,0.19,2,USA,iHerb,ASHWAGANDHA,7109.35,5758.5735,5679.1449
8/16/2021,Melatonin,Sleep Aid,154,41.44,6381.76,0.14,5,USA,Walmart,MELATONIN,6381.76,5488.3136,5310.1216
8/16/2021,Biotin,Vitamin,159,53.62,8525.58,0.05,0,USA,iHerb,BIOTIN,8525.58,8099.301,8099.301
8/16/2021,Green Tea Extract,Fat Burner,149,51.46,7667.54,0.11,2,Canada,Amazon,GREEN TEA EXTRACT,7667.54,6824.1106,6732.5118
8/16/2021,Iron Supplement,Mineral,151,40.76,6154.76,0.21,0,USA,Walmart,IRON SUPPLEMENT,6154.76,4862.2604,4862.2604
8/16/2021,Electrolyte Powder,Hydration,153,18.21,2786.13,0.03,4,USA,Amazon,ELECTROLYTE POWDER,2786.13,2702.5461,2631.8913
8/23/2021,Whey Protein,Protein,146,18.57,2711.22,0.17,2,UK,Walmart,WHEY PROTEIN,2711.22,2250.3126,2219.4864
8/23/2021,Vitamin C,Vitamin,155,54.68,8475.4,0.1,1,Canada,Amazon,VITAMIN C,8475.4,7627.86,7578.648
8/23/2021,Fish Oil,Omega,149,53.18,7923.82,0.23,1,USA,Walmart,FISH OIL,7923.82,6101.3414,6060.3928
8/23/2021,Multivitamin,Vitamin,165,56.54,9329.1,0.06,2,USA,iHerb,MULTIVITAMIN,9329.1,8769.354,8663.0588
8/23/2021,Pre-Workout,Performance,142,10.27,1458.34,0.14,1,UK,Amazon,PRE-WORKOUT,1458.34,1254.1724,1245.3402
8/23/2021,BCAA,Amino Acid,143,52.57,7517.51,0.15,3,USA,Walmart,BCAA,7517.51,6389.8835,6255.83
8/23/2021,Creatine,Performance,141,32.53,4586.73,0,1,Canada,Walmart,CREATINE,4586.73,4586.73,4554.2
8/23/2021,Zinc,Mineral,156,46.81,7302.36,0.14,0,USA,Walmart,ZINC,7302.36,6280.0296,6280.0296
8/23/2021,Collagen Peptides,Protein,133,23.75,3158.75,0.02,1,Canada,Amazon,COLLAGEN PEPTIDES,3158.75,3095.575,3072.3
8/23/2021,Magnesium,Mineral,152,46.02,6995.04,0.16,1,USA,iHerb,MAGNESIUM,6995.04,5875.8336,5837.1768
8/23/2021,Ashwagandha,Herbal,160,41.87,6699.2,0.14,0,Canada,Walmart,ASHWAGANDHA,6699.2,5761.312,5761.312
8/23/2021,Melatonin,Sleep Aid,157,57.13,8969.41,0.2,2,USA,Amazon,MELATONIN,8969.41,7175.528,7084.12
8/23/2021,Biotin,Vitamin,141,27.02,3809.82,0.12,1,UK,Amazon,BIOTIN,3809.82,3352.6416,3328.864
8/23/2021,Green Tea Extract,Fat Burner,150,58.89,8833.5,0.03,3,Canada,iHerb,GREEN TEA EXTRACT,8833.5,8568.495,8397.1251
8/23/2021,Iron Supplement,Mineral,170,46.25,7862.5,0.11,2,USA,Amazon,IRON SUPPLEMENT,7862.5,6997.625,6915.3
8/23/2021,Electrolyte Powder,Hydration,144,38.91,5603.04,0.12,2,Canada,Amazon,ELECTROLYTE POWDER,5603.04,4930.6752,4862.1936
8/30/2021,Whey Protein,Protein,142,14.19,2014.98,0.01,1,USA,Walmart,WHEY PROTEIN,2014.98,1994.8302,1980.7821
8/30/2021,Vitamin C,Vitamin,128,50.65,6483.2,0.01,2,UK,Amazon,VITAMIN C,6483.2,6418.368,6318.081
8/30/2021,Fish Oil,Omega,141,34.25,4829.25,0.08,1,Canada,Walmart,FISH OIL,4829.25,4442.91,4411.4
8/30/2021,Multivitamin,Vitamin,146,15.73,2296.58,0.25,1,Canada,Amazon,MULTIVITAMIN,2296.58,1722.435,1710.6375
8/30/2021,Pre-Workout,Performance,144,28.19,4059.36,0.21,1,USA,iHerb,PRE-WORKOUT,4059.36,3206.8944,3184.6243
8/30/2021,BCAA,Amino Acid,158,52.31,8264.98,0.18,1,UK,Walmart,BCAA,8264.98,6777.2836,6734.3894
8/30/2021,Creatine,Performance,135,58.8,7938,0.06,1,Canada,iHerb,CREATINE,7938,7461.72,7406.448
8/30/2021,Zinc,Mineral,152,35.84,5447.68,0.2,1,USA,Walmart,ZINC,5447.68,4358.144,4329.472
8/30/2021,Collagen Peptides,Protein,119,38.78,4614.82,0.24,2,Canada,Walmart,COLLAGEN PEPTIDES,4614.82,3507.2632,3448.3176
8/30/2021,Magnesium,Mineral,140,20.06,2808.4,0.23,3,UK,Walmart,MAGNESIUM,2808.4,2162.468,2116.1294
8/30/2021,Ashwagandha,Herbal,160,35.22,5635.2,0.12,1,Canada,iHerb,ASHWAGANDHA,5635.2,4958.976,4927.9824
8/30/2021,Melatonin,Sleep Aid,150,16.59,2488.5,0.22,2,UK,iHerb,MELATONIN,2488.5,1941.03,1915.1496
8/30/2021,Biotin,Vitamin,147,28.5,4189.5,0.19,2,UK,Walmart,BIOTIN,4189.5,3393.495,3347.325
8/30/2021,Green Tea Extract,Fat Burner,160,20.23,3236.8,0.08,1,UK,iHerb,GREEN TEA EXTRACT,3236.8,2977.856,2959.2444
8/30/2021,Iron Supplement,Mineral,144,26.47,3811.68,0.03,1,Canada,iHerb,IRON SUPPLEMENT,3811.68,3697.3296,3671.6537
8/30/2021,Electrolyte Powder,Hydration,154,13.55,2086.7,0.12,2,USA,Walmart,ELECTROLYTE POWDER,2086.7,1836.296,1812.448
9/6/2021,Whey Protein,Protein,150,24.45,3667.5,0.02,4,Canada,iHerb,WHEY PROTEIN,3667.5,3594.15,3498.306
9/6/2021,Vitamin C,Vitamin,146,49.6,7241.6,0.08,2,USA,iHerb,VITAMIN C,7241.6,6662.272,6571.008
9/6/2021,Fish Oil,Omega,134,17.24,2310.16,0.2,0,Canada,iHerb,FISH OIL,2310.16,1848.128,1848.128
9/6/2021,Multivitamin,Vitamin,151,33.05,4990.55,0.08,1,USA,Amazon,MULTIVITAMIN,4990.55,4591.306,4560.9
9/6/2021,Pre-Workout,Performance,174,54.46,9476.04,0.12,2,Canada,Amazon,PRE-WORKOUT,9476.04,8338.9152,8243.0656
9/6/2021,BCAA,Amino Acid,168,58.09,9759.12,0.1,2,USA,Amazon,BCAA,9759.12,8783.208,8678.646
9/6/2021,Creatine,Performance,140,36.04,5045.6,0.07,2,UK,Amazon,CREATINE,5045.6,4692.408,4625.3736
9/6/2021,Zinc,Mineral,152,26.15,3974.8,0.12,2,Canada,iHerb,ZINC,3974.8,3497.824,3451.8
9/6/2021,Collagen Peptides,Protein,147,58.08,8537.76,0.13,2,Canada,Amazon,COLLAGEN PEPTIDES,8537.76,7427.8512,7326.792
9/6/2021,Magnesium,Mineral,147,30.36,4462.92,0.1,1,Canada,Walmart,MAGNESIUM,4462.92,4016.628,3989.304
9/6/2021,Ashwagandha,Herbal,151,16.74,2527.74,0.12,0,USA,Amazon,ASHWAGANDHA,2527.74,2224.4112,2224.4112
9/6/2021,Melatonin,Sleep Aid,134,40.25,5393.5,0.16,1,UK,Amazon,MELATONIN,5393.5,4530.54,4496.73
9/6/2021,Biotin,Vitamin,170,48.46,8238.2,0.09,4,Canada,iHerb,BIOTIN,8238.2,7496.762,7320.3676
9/6/2021,Green Tea Extract,Fat Burner,137,24.28,3326.36,0.07,3,UK,Walmart,GREEN TEA EXTRACT,3326.36,3093.5148,3025.7736
9/6/2021,Iron Supplement,Mineral,113,23.7,2678.1,0.05,0,Canada,iHerb,IRON SUPPLEMENT,2678.1,2544.195,2544.195
9/6/2021,Electrolyte Powder,Hydration,162,10.29,1666.98,0.11,1,Canada,Walmart,ELECTROLYTE POWDER,1666.98,1483.6122,1474.4541
9/13/2021,Whey Protein,Protein,133,45.1,5998.3,0.18,2,Canada,iHerb,WHEY PROTEIN,5998.3,4918.606,4844.642
9/13/2021,Vitamin C,Vitamin,162,14.66,2374.92,0.18,4,Canada,Amazon,VITAMIN C,2374.92,1947.4344,1899.3496
9/13/2021,Fish Oil,Omega,156,57.28,8935.68,0.11,2,Canada,Amazon,FISH OIL,8935.68,7952.7552,7850.7968
9/13/2021,Multivitamin,Vitamin,149,13.8,2056.2,0.13,2,UK,Walmart,MULTIVITAMIN,2056.2,1788.894,1764.882
9/13/2021,Pre-Workout,Performance,161,55.45,8927.45,0.24,0,Canada,Walmart,PRE-WORKOUT,8927.45,6784.862,6784.862
9/13/2021,BCAA,Amino Acid,146,26.47,3864.62,0.13,3,Canada,Amazon,BCAA,3864.62,3362.2194,3293.1327
9/13/2021,Creatine,Performance,164,14.65,2402.6,0.15,2,USA,Amazon,CREATINE,2402.6,2042.21,2017.305
9/13/2021,Zinc,Mineral,141,56.37,7948.17,0.1,3,UK,Walmart,ZINC,7948.17,7153.353,7001.154
9/13/2021,Collagen Peptides,Protein,146,33.8,4934.8,0.03,3,Canada,Amazon,COLLAGEN PEPTIDES,4934.8,4786.756,4688.398
9/13/2021,Magnesium,Mineral,148,28.36,4197.28,0,0,Canada,iHerb,MAGNESIUM,4197.28,4197.28,4197.28
9/13/2021,Ashwagandha,Herbal,150,26.74,4011,0.17,2,Canada,Amazon,ASHWAGANDHA,4011,3329.13,3284.7416
9/13/2021,Melatonin,Sleep Aid,157,55.74,8751.18,0.12,1,Canada,Walmart,MELATONIN,8751.18,7701.0384,7651.9872
9/13/2021,Biotin,Vitamin,138,12.12,1672.56,0.16,0,USA,Amazon,BIOTIN,1672.56,1404.9504,1404.9504
